"Mouse symbol" FC.HM.old "adjusted p-value.HM.old" FC.HM.new "adjusted p-value.HM.new"
Kcnab2 -1.10674453533174 0.0302018562007316 -1.0424413245586 0.826572488390854
Krt80 -2.41044692731781 1.77137770709229e-9 -2.27744707424733 7.06926639398105e-9
Scn1b -1.16773986692453 0.00756883226103909 -1.04929546599937 0.818985769944814
1810013L24Rik 1.16900976099432 0.0310865882593863 -1.05113244159262 0.752975047544059
Rpl32 -1.13591585286799 0.0250259222377523 1.02700366429525 0.934344339842427
Apc 1.2228977083222 0.0423175047124062 1.03915447702402 0.877035310638478
Pink1 -1.15395012199455 3.71226042623859e-4 -1.05584332258645 0.742056451219124
Dmxl2 1.08036031015174 0.365837822998741 -1.20442798925433 0.00102698200942219
Trp53bp1 1.1627863157294 0.044622416651249 -1.08516506897647 0.627658391574841
Fxyd7 -1.18918897518039 0.00446970487227697 -1.05293799546775 0.805916760441659
Trnp1 -1.17944987971981 0.00139487442924656 -1.02451627534643 0.933805029929467
Nefh -1.23721611158957 0.00180787779530472 -1.30581754618731 0.0660718937854526
Tsc22d4 -1.25172862636555 0.00202624445304952 1.01861798725984 0.961968010290971
Tsc22d4 -1.25172862636555 0.00202624445304952 1.01861798725984 0.961968010290971
Casp3 1.27244233956101 0.0216445491675689 1.01050468700014 0.985915597999729
Bcas3 -1.16579891006547 0.0468081994300833 1.03194800007412 0.884919734820043
H3f3b -1.16363429485502 0.0146730448674892 1.07053726007717 0.705027443528068
Nup160 1.32108693983082 0.0198912429669203 1.30949757389852 0.404288868581782
Cacna2d1 1.12594707849144 0.0466057756963856 -1.01155651741658 0.97417686867089
Fzd3 1.1124129672833 0.0435514741589526 -1.01622718696623 0.964036857570913
Efhd2 -1.16477490923449 2.14706725136034e-4 -1.04113347036384 0.48983473234968
Ftl1 -1.11658259904535 0.0449271672418895 1.02621966767198 0.936385196312446
Adssl1 -1.30486958658346 0.00660189536051441 -1.22540374776969 0.403345503643977
Stac2 -1.23696594061199 1.69290965811509e-8 -1.3159213487936 9.20571534561844e-4
Zc3h11a 1.22473954165722 0.0434573719089149 -1.17530128760707 0.52153463977931
Pcdh19 1.21750847684023 0.0439828091665896 1.03264893872746 0.946547450666059
Olig1 -1.22566265616037 0.0048887674084455 -1.09384455901287 0.653620677853874
Herc6 1.07931548462229 0.695105145320996 -1.2456890847486 0.0378988210045442
H2-T23 -1.29602630430448 0.00780108252751725 -1.10129248075218 0.683062352045996
Kcnn3 1.32027009773208 0.0229283059736872 1.18320668186081 0.494418647435182
Wdr6 1.13557444242458 0.0308368326433181 1.10574633881498 0.580661925460098
Grm5 1.19534272030922 0.0189396644339907 -1.01581023975392 0.972776402917882
Hapln2 -1.5743651839621 0.0033632427760606 -1.1786824601993 0.761323754648994
Rpl10a -1.21824705567538 0.00505903396413163 1.0099755028877 0.979098122648051
Trpc5 1.30459377849113 0.0139342156392792 -1.08326479457524 0.918974769671562
Rps4x -1.08869252020652 0.0342470304883966 -1.07384820024093 0.602176298614182
Gria4 1.1345256804905 0.044064690183956 -1.05730538836964 0.862905742737873
Grina -1.10828439760088 0.0439828091665896 1.02174982317081 0.901215991131918
Zcchc12 1.11696963780081 0.242726694339982 1.30771058897863 0.00208956505992752
Tmbim1 -1.32218805170886 9.21881328671599e-5 1.11546289392996 0.828136153637344
Hnrnpdl 1.12469660996375 0.0399980928444353 -1.0345279843536 0.834004431978017
Rpl18 -1.14011550094782 0.0187877289079918 1.02870115496362 0.908183540983719
Lrguk 1.33918898179531 0.0409742145201247 1.05832290820785 0.906970476574764
Rpl38 -1.21101655156169 0.0409742145201247 -1.09665803200947 0.613471176287756
Tenm1 1.28451619290438 0.0269354035922868 -1.2175684227158 0.429831700519452
Rpl29 -1.10961013407736 0.0248857323387206 -1.01595409898697 0.954968233909326
Itga4 1.24829098786585 0.0301828481295959 -1.12164005570241 0.735902522702792
Dbndd2 -1.19526937675059 0.0455836524682368 -1.10704534708507 0.737726810743265
Cbx5 1.12325807522765 0.00682502280783687 1.08205323516204 0.70963611210139
Sst -1.21643184610747 0.00913390468572999 -1.14387638146081 0.0825448203203395
Epha7 1.20327787571729 0.0216445491675689 -1.04073680566748 0.93455202034083
Lynx1 -1.14988794401904 4.41794326877046e-4 -1.15043543872268 0.0566915752635177
B3galt1 1.1951043806135 0.0409752744396424 -1.10361733423406 0.696414623697688
Kcnip3 -1.18677411707743 7.52916374730358e-5 -1.07557815219415 0.561956342964715
Soga3 1.20437063292187 0.0310865882593863 1.1127665713677 0.701522405362847
Ppie -1.29671981239239 0.0255057302827753 1.03680250288553 0.927437278901224
Grin2b 1.20158205243433 0.0234809197179942 -1.08766688202042 0.809033031367909
H2-D1 -1.17712326660495 0.0284946465793135 -1.10973926164878 0.552041076169216
Wbp2 -1.11524210382805 0.00552571245892472 1.02701948339471 0.885926357370365
Slc6a1 -1.08818953722856 0.222765747024839 -1.16476195392912 0.00288023064983697
Caln1 1.2079390588363 0.0192423599428094 1.18094029492109 0.189132047403277
Cdh13 1.16391287731638 0.132538322031428 1.32898160033025 0.0345738540761771
Glra3 1.50080494688112 0.00341183352254021 1.0766610228972 0.890775356152966
Sf3b4 -1.16553731523419 0.0197789642922704 1.00277886860208 0.993527787249114
Dgkb 1.17427289294322 0.0177098374423124 1.11889279818909 0.496356611100717
Neat1 -1.42946823157835 0.00557906154676201 -1.0897942830056 0.837707154659831
Arid4a 1.20655961718037 0.00215732936517297 -1.00320131515061 0.990852401244194
Pigt -1.13954950068322 0.0115567133114561 1.02402293435569 0.922969935872474
Pcp4 -1.28202106773529 0.0168463099774565 -1.20279033375134 0.0675509063513607
Nbeal2 1.32020046949455 0.0192423599428094 1.01955537636716 0.975877662826509
Phgdh -1.20673538695077 0.0229283059736872 1.15032789244129 0.429831700519452
Cabp7 -1.25700698658457 0.0370587262986294 -1.22931631031334 0.24923195477086
Rsf1 1.13845623204614 0.0277176382563359 -1.00435111940213 0.988608420726995
Epha6 1.39463491500154 0.00555790763366846 1.0481410939323 0.952115279967881
Stom -1.36256155676164 0.0200484846734997 -1.00695054363554 0.990174782630186
Apbb1 -1.10685756734157 0.0139342156392792 -1.067984311405 0.50473726635885
Kndc1 -1.1594929222739 0.0668004474282263 -1.2043810300824 0.023508011033759
Muc3a -1.30143466720224 0.0198392973582263 -1.29875034442555 0.319867018093713
Rbfox3 -1.10825790010236 0.0439828091665896 -1.05728184402336 0.783360609824863
Syt2 -1.47901947487436 0.0082576668702086 -1.77477800058075 0.182684714711432
Alcam 1.15310070631203 2.38117865949157e-4 1.02510761208253 0.924349872190538
Yme1l1 1.14526480589388 0.0403510914023746 1.02851795462947 0.871709029317307
Fam163b -1.15125766612727 0.00552571245892472 -1.13138711812134 0.0516059937917164
Vwa5b1 1.62538635168979 0.0221021652738853 1.19879868943288 0.815720203358157
Glrx -1.14651781968092 0.0472950696974417 -1.09672558652794 0.668861314980025
Tomm34 -1.12160164390718 0.0251025456349312 1.05566850165749 0.725074367298686
Rhog -1.40410019736797 0.00173354431822558 -1.17528471844043 0.692255984319684
Itpr1 1.11103885619482 0.0231605665900254 1.0260672725051 0.856758828199797
Fndc10 -1.16856532951883 0.0455836524682368 -1.1400633884612 0.55860544894588
Synpr 1.23034917279304 0.0235492819225511 1.29887995009718 7.54467262491648e-4
Cpne4 1.2357067217433 0.0142699369307823 1.16732369533337 0.264639823990245
Ppp1r12a 1.10965106486082 0.049990106895195 1.02925239709792 0.902618188275025
Erich3 1.03434158824854 0.896474621795957 -1.27054643345543 0.0460335421700913
Ccdc30 1.23382667276047 0.0455836524682368 -1.0089606827508 0.990315936948415
Sema7a -1.1311536878689 0.0298292762347629 -1.07976261074069 0.651099072396866
Plxnb3 -1.3113255760617 0.0020965474819619 -1.17331356317111 0.723261524403174
Fmod -1.42514820155137 0.0113534447756411 1.08979273306764 0.820119130563577
Plekhb1 -1.28163741132042 0.0370587262986294 -1.08777607477501 0.852100011638394
Inf2 -1.3096230445424 9.32759235864842e-4 -1.22012054389911 0.372292266622661
Myrf -1.49128977842442 0.00404669220093963 -1.22044259332903 0.583235445797779
Dtl 1.28179640375333 0.0812728748310746 1.49088758671218 0.00236399616590511
Plekhg3 -1.45487142772156 0.00660189536051441 -1.04795602874142 0.92977606764178
Foxn3 -1.24238528582827 0.0197150983367855 -1.04693346077717 0.841282677917043
Cryab -1.35856785052742 0.0142220437485877 -1.04432052069067 0.951797750547057
Rps3a1 -1.11202821380146 0.0455836524682368 -1.02134829540703 0.923167406080288
Cdc73 1.23728023570202 0.00766168616605192 1.02823893327057 0.964259750771371
Arhgef28 1.3366278737517 0.0439828091665896 1.21407581405509 0.517052644703067
Efnb2 1.18927400720275 0.00468858343993587 1.09700473598524 0.703588505095658
Pianp -1.10752545398957 0.0408760132222419 -1.02521374280999 0.902099716354794
Acvr2a 1.19899526880618 9.41152797968943e-4 1.06759259137856 0.742056451219124
Esyt2 1.1517191749538 0.0462593805080329 1.04103073125565 0.796091639020501
Zyx -1.19521572863233 0.00833853867825193 -1.02124275903139 0.945794381309092
Il1rapl1 1.28035293484434 0.0136486933854505 -1.10034675882107 0.711654371352256
Clcc1 -1.13793284925799 0.169476920622117 -1.21549400891689 0.046434440669034
Epb41l3 -1.16688803220681 0.0345391677227205 -1.21888814986267 0.131863882466163
Efhd1 -1.36296877913171 0.0187877289079918 -1.11008025818989 0.813243239670217
Kif26b 1.31054195155253 0.035761601174952 1.36296756635252 0.0601171882535956
Sh3bgrl3 -1.03614439976883 0.848567211665193 1.1792725500965 0.00481106606733731
Plxnd1 1.22559191774084 0.044064690183956 1.26190917491217 0.303811988431942
Htr7 -1.31820152180898 0.0310865882593863 -1.33412996625681 0.287333790124494
Baalc 1.0567969359321 0.299707434562773 1.12146632415819 3.6867312997263e-4
Rian 1.0879167084568 0.0478201022069487 1.04106805313524 0.752975047544059
Ypel1 1.17411003281515 0.269152361101806 1.24017279771828 0.0177523935504617
Ccnd2 1.28656281891458 0.0058141902326281 1.25959785781144 0.134502835488535
Slc44a1 -1.18798815989601 0.0283120108495079 -1.04426466070261 0.921435080772402
Ergic3 -1.00330985622508 0.987597049170407 1.1855862525748 0.0399441195321194
Agl 1.14292495288434 0.0477461711222321 -1.03277504778001 0.914996243426501
Utrn -1.02428147574714 0.921956194509261 -1.1969617844054 0.0231937298456295
Cckbr -1.24787724163371 0.0403510914023746 -1.03537473079138 0.877035310638478
Col6a2 -1.39480879236278 0.00358040073672859 -1.13595277176671 0.551361565945545
4930453N24Rik 1.13282079766435 0.34525691984422 1.27676248958513 0.00156774855412642
Gtf3c4 1.33917832370271 0.00475970825655001 1.02370932748099 0.930914730760869
Pdxp -1.02995602845551 0.814043523787507 1.09446395615952 0.00784856459451975
Akap5 1.17879185566451 0.00209739743948133 1.06452729230727 0.749652860734988
Gatm -1.25131434342529 0.00935475321247853 -1.152751078058 0.651099072396866
Col15a1 -1.55328582592578 0.0435514741589526 -1.95825000680354 6.5861063035161e-4
Pclo -1.00364688176318 0.98302930448342 -1.12889210894461 0.0136530387897625
Hrk 1.26831292047904 0.00453459674080976 1.42447445816087 0.00409461168172232
Ly6h 1.0272659654107 0.851271990412533 1.28126046181249 0.00587403333190404
Zfp57 1.33939976818156 0.0755314616827002 1.56082327289457 0.00132675421180593
Ablim3 1.08139747172175 0.522204967201546 1.1686468123223 0.0378988210045442
Kcnc1 -1.11107998001134 0.11143299400214 -1.1811411888299 0.0316744109202893
Xpot 1.04527285821039 0.884188991108624 1.24233291719646 0.0317747568218514
Hsph1 1.12895764468201 0.202871228014409 1.25448637217261 0.0276976142128609
Hsbp1 1.07211348229766 0.366596765979742 1.1303318118878 0.0321704003356207
Kctd4 1.14451497533269 0.356948294289626 1.31951732314814 0.0231937298456295
Gm13889 1.08844022004256 0.809405596217724 1.39008508859094 0.0364418041132014
Swt1 1.82574363245741 0.0216445491675689 1.29100764317635 0.36617345528658
Pitpnc1 -1.15483463092917 0.122730393026323 -1.17551662045809 0.0378988210045442
Cd9 -1.22622981637682 0.0277176382563359 1.00964187669217 0.987242445298905
Col23a1 1.15035124291752 0.504148165562568 1.50605093947069 0.00948147101869506
Kif1a -1.00804781564352 0.969551133213258 -1.12224932078574 0.030351879931708
Lamb1 1.27269680151309 0.112568802658645 1.5174589220272101 0.00409461168172232
Lrrc47 1.00707762574544 0.979600919211198 1.14221768987574 0.030351879931708
Cyp26b1 1.22825378167857 0.354403616330218 2.12169124563843 0.0318089314705177
Kcnt2 1.04080544887536 0.847202945557748 -1.2906198583243 0.0378988210045442
Rtn4rl2 -1.04465911236381 0.860189795949193 1.25711672647932 0.0142995136205474
Fosb 1.0850842780503 0.762280103495802 1.51906062976417 2.7286190628891e-4
Kcnf1 1.16589981809051 0.0248857323387206 1.10779821881193 0.700482031668942
Pcgf5 1.01800311688911 0.96801629658374 -1.30050447932506 0.00288023064983697
Pnrc1 1.0779888806775 0.68931235723279 1.19787243836433 0.0460335421700913
Lypd1 1.15693732489658 0.247918654462896 1.44800655099679 7.54467262491648e-4
Fkbp1a 1.02209962836736 0.82280752007134506 1.14272414270177 0.00353276775235331
Nnat 1.21310356231935 0.00208484646327739 1.7404383333671 0.00435786003242413
Fat1 1.00071820198639 0.998680334700454 1.31262895551431 3.43383225204755e-4
Qdpr -1.24266065814963 0.0489221825451617 -1.15477333529024 0.612139009118545
Col1a2 -1.34548718411967 0.0248857323387206 1.24792345591551 0.0498960247476832
Grcc10 1.02918854710322 0.866789396231339 1.19028981160177 0.0133536192020462
Plekhh1 -1.44368318749721 0.0216445491675689 -1.07830520899523 0.919125553834839
Arrdc2 -1.30476223086347 0.589876008340342 -1.88285702242507 0.00158368672789418
Adi1 -1.21966931417007 0.0139342156392792 -1.02063307323909 0.939881007668041
Plxdc1 -1.40215625485963 0.00550943487255815 -1.2785100662899 0.199577610387919
Gprc5b -1.15205813579251 0.0478354016738517 -1.02362848823978 0.94864273194136
Tmem63a -1.46460974353055 0.0298292762347629 -1.24647225322298 0.748924500309326
Crhbp -1.32107219437092 0.0533694251976539 -1.50828073877301 0.0174390592791955
Arpp21 1.10274718745752 0.376589243277763 1.21968727668763 1.64752918987508e-4
Myo1d -1.37536058546739 0.0342470304883966 -1.12487395720491 0.833958020205788
Ccdc3 1.16106799871919 0.482601745798193 1.68464610467143 0.00601157193887825
Camk2g -1.1373283830458 0.0304127037853722 -1.1747769905513 0.30478982922828
Diras2 -1.18819131742743 0.019565092639433 -1.26916628953543 9.20571534561844e-4
Lrpap1 1.06461835816983 0.499164946751737 1.17927925408676 0.00659274997317141
Vip 1.24379397073537 0.00962728998315024 1.28343105753484 0.0109594577095961
Itga3 1.0136725460477 0.972388532917947 -1.25819643483718 0.0212112615657293
Calb1 1.14699238949452 0.0472137237425955 1.08963174198242 0.720184496111314
Klhl33 -1.37629687025964 0.033749296545177 -1.45516342114173 0.0460335421700913
Rfxap 1.06196822592607 0.846242090889282 1.37836455117976 0.00587403333190404
Pdyn 1.19367632894572 0.232087160072963 1.2196955214997 0.0139111435922176
Pacsin3 -1.23319882685487 0.0434166367404796 -1.14092717597232 0.383860516315546
Sema5a -1.17329940798103 0.376841595786047 -1.33335896105892 0.0439660667117291
Slc24a2 -1.13660336431596 0.485463023702328 -1.42387497565174 0.030351879931708
Scn4b -1.32157352973034 0.640513529661992 -1.35298410128369 0.0125095305178958
Adcy1 -1.01158701384174 0.960460659201389 -1.22620308127977 1.97017785713739e-5
Cpne6 1.14011271807818 0.331654526664175 1.32367146128367 0.0436568041838832
Lztr1 1.05454562804786 0.761952336701291 1.15456004031847 0.030351879931708
Tmem9 -1.01510980221491 0.948487905306563 1.1839582867322 0.0362010296116619
Htr1b 1.28091565920163 0.0435514741589526 1.27063000453788 0.503836229916062
Pcdha9 -1.11997277694326 0.851918148689818 -1.7112872166611 0.00260459528764682
Ak4 1.40868807322504 0.00140882603168879 1.27470555465913 0.232709255868712
Fam43a -1.16589580544314 0.314154075016564 -1.33768993317359 0.00659274997317141
Rsph10b -1.08600967489285 0.846798770417654 -1.3159776649581 0.0329320126605828
Pcdhgb7 -1.08124192079837 0.670308566060443 -1.34511608246494 0.0329320126605828
Focad -1.028995695669 0.917812378139366 -1.26278663728822 0.0329320126605828
Clstn2 -1.1103392568552 0.580521536819604 -1.28456602525725 0.0140300781904883
Olfm3 -1.03610295862455 0.908573552478837 -1.40090003188553 0.0436568041838832
Ifit2 -1.02327897390504 0.960460659201389 -1.33266120849055 0.0329320126605828
Ache -1.13339260729827 0.233109624435258 -1.14915799715934 0.0316744109202893
Abcc8 -1.09463308659689 0.470579905339082 -1.39214949160487 0.00156774855412642
Smoc2 1.20437861110943 0.513677262789121 1.80174583836207 9.78908665301253e-7
Inhba 1.13428190842548 0.548813785671141 1.48710902234624 0.030351879931708
Pamr1 -1.25478737004167 0.0473740507562541 -1.31691666189653 0.240837019338429
Arl2bp 1.01273428605359 0.931288986614949 1.1022750460703299 0.0329320126605828
Wfs1 1.09677265872041 0.672064017105797 1.35455158216024 0.0263386691969992
St8sia2 1.80191635622912 1.89629567920795e-5 1.84900827676529 0.00236399616590511
Tpcn2 -1.95456791060399 3.20442791965055e-4 -1.86827042589583 0.0212112615657293
Acp7 -3.41812254550631 3.7077900663242e-4 -1.18983233545301 0.919413670033332
Adamtsl5 -1.59941457198735 6.95381441671661e-4 -1.66839130250739 5.7605970976766e-4
Crh 1.56220983811443 7.5306604907431e-4 1.61067867961058 0.0671023472505603
Tmem254a -2.48477737932214 0.00181999730449912 1.18067694172559 0.840570126235509
Chrnb3 -2.5357008922447 0.00202624445304952 -3.21098082226384 3.99875257303856e-6
Hcrtr1 -1.91212896511255 0.00265345087067484 -1.83122143550582 0.0282911957569065
Adgrd1 -1.41178169000896 0.0039077340900725 -1.28457470944206 0.294876056309129
Vwa3b 2.89082957094357 0.00555790763366846 1.91830463564663 0.608760353165132
Tmem125 -1.72225220349135 0.00908162486743862 1.0564822972918 0.952115279967881
Sox18 -1.49221125624486 0.013536111446258 1.14467482029518 0.818985769944814
Tymp -1.72121970871492 0.0177098374423124 -1.29695792445554 0.783360609824863
Dct 3.71419518307948 0.0177306042098341 -1.01618570136063 0.995214773941704
Rab37 -1.77546154057151 0.0182722798374004 1.05660458871235 0.962657810098207
Ntn5 -2.13281707926423 0.019565092639433 -1.28642606250404 0.664054324008348
Dusp10 -1.49138103132262 0.0198215913564461 -1.1259221322755 0.693677004901219
Lrrc27 1.62932290003808 0.0210818745087523 1.4915846583947 0.177484764432333
Kazald1 -1.65908192556754 0.027936809954751 -1.35336992954204 0.48983473234968
Trhr 1.73203221705195 0.0298292762347629 1.55188069550225 0.332595217397303
Meis1 -1.67209087241056 0.0455836524682368 1.60608387947242 0.221494193659628
Kcns3 -1.32464277733794 0.0713944061568846 -1.4222533733835 0.00435786003242413
Rspo1 -1.45418718507601 0.277139611822648 -1.76982636207101 0.0491724712957734
Dlk1 1.71708285187721 0.480933517431484 3.84447674824358 0.0299051966646587
Cfap100 -1.1949137588866 0.59439624154878 1.47237622202104 0.025680002101879
Ido2 -1.22592398170012 0.67284395775305506 -1.79443726107475 0.0212112615657293
Mypn -1.16042348811875 0.678902830778865 -1.57711820933067 0.0498960247476832
Emp1 -1.16599724466111 0.841442683496101 1.6987016504849 0.0212112615657293
Tmem100 -1.07653502260937 0.877018118064903 1.32798424031566 0.0378988210045442
Wnt2b -1.0717967931887 0.916624602333827 -2.42055693071242 0.0450190116972685
Pkhd1l1 1.19184828519875 0.928519290149397 7.93189905708498 0.0287437665458541
Tll2 1.07661449616722 0.935246971188506 2.71228983530262 0.0299051966646587
Th 1.0177607719846 0.985286191933335 2.07817209611106 0.0329320126605828
Cdhr1 -1.00314701876724 0.997623298440894 2.51124892038917 0.020133420889998
Slc22a2 -1.00167741729287 0.998963250284382 2.31559244473795 0.00784856459451975
Fam205a4 NA NA 12003400776.0794 3.82578413909133e-16
