HGNC	Mouse symbol	EnsembleID	baseMean	log2FC.HT	FC.HT	p-value.HT	adjusted p-value.HT	log2FC.HM	FC.HM	p-value.HM	adjusted p-value.HM
RPL13	Rpl13	ENSMUSG00000000740	4346.57266395485	-0.421860613543734	-1.33965416504699	3.93731436163254e-08	2.9409113405154e-05	-0.488929716243593	-1.40340335478984	1.89509064235576e-10	4.32243102797887e-07
ATP5ME	Atp5k	ENSMUSG00000050856	772.952283059831	-0.358909949577517	-1.28245655163896	5.8264108886287e-08	4.07994422476225e-05	-0.240460516952915	-1.18136970157905	0.000231246817173756	0.0230755417687261
RPLP1	Rplp1	ENSMUSG00000007892	6680.12552966127	-0.350771837355298	-1.27524269572272	9.94709107561057e-08	6.54518755345378e-05	-0.30155177194756	-1.23246935252283	4.5337684802737e-06	0.00157361190339239
TMEM245	Tmem245	ENSMUSG00000055296	4899.29714328794	0.270599153867799	1.20630870586976	1.05152959623499e-07	6.54518755345378e-05	0.190213191087566	1.14093230217422	0.000186864012344313	0.0205756608350987
CCND1	Ccnd1	ENSMUSG00000070348	1011.57389715087	-0.710573445513383	-1.63645444927712	1.2421765388956e-07	7.32491891672963e-05	-1.37155617058336	-2.58749517180186	4.15665369262668e-24	3.31825664282388e-20
FAU	Fau	ENSMUSG00000038274	2860.13462508911	-0.269100434350669	-1.20505620301073	1.50741207053868e-07	8.04240230395972e-05	-0.246875689888771	-1.18663454664462	1.33628600673994e-06	0.000592642843989163
GAPDH	Gapdh	ENSMUSG00000057666	44957.6726042657	-0.210033293664286	-1.15671487758021	2.36723818197198e-07	0.000118246829418981	-0.149728640515758	-1.10936079048484	0.000228231644352763	0.0229283059736872
CACNG7	Cacng7	ENSMUSG00000069806	4325.90429249683	-0.202773324706666	-1.15090864711348	2.42741616979343e-07	0.000118246829418981	-0.112804262260549	-1.08132804428107	0.00387937973549178	0.120973001673558
RPS23	Rps23	ENSMUSG00000049517	1451.26305132238	-0.276980300345907	-1.21165611544419	2.76505942250278e-07	0.000129082190707171	-0.243629577682518	-1.18396758064109	5.48132279854968e-06	0.00180787779530472
FRAS1	Fras1	ENSMUSG00000034687	1432.50129444788	0.393981384354727	1.31401467180667	2.9355674729388e-07	0.000131560391867225	0.310708817589077	1.24031693647146	5.21763527527347e-05	0.0084146227075774
PVALB	Pvalb	ENSMUSG00000005716	682.994403522107	-0.446711910279512	-1.36293041847041	3.54504661924787e-07	0.000152764239700205	-0.468018075120019	-1.38320795872551	9.03617589945828e-08	7.52916374730358e-05
GPR26	Gpr26	ENSMUSG00000040125	9375.24834375956	0.269164342189447	1.20510958521634	4.15308866414213e-07	0.000172337797752031	0.173771652509278	1.12800358470191	0.00108640812921367	0.0617280860890583
CACNG2	Cacng2	ENSMUSG00000019146	2470.68618382257	-0.240365377583095	-1.18129179803058	4.90384774235361e-07	0.000196223964661892	-0.137307971093564	-1.09985090865499	0.00383947121708225	0.120198034219481
TTPAL	Ttpal	ENSMUSG00000017679	2058.81904198365	0.225429337283496	1.16912512133293	5.98285031140514e-07	0.000229673639293316	0.170409184058901	1.12537762440619	0.000159338511646236	0.0192423599428094
RPS13	Rps13	ENSMUSG00000090862	1411.01122535996	-0.271526605257135	-1.20708444318381	6.14977613245223e-07	0.000229673639293316	-0.334659523912236	-1.26107975883604	7.38806885592033e-10	1.18074836523478e-06
PTMS	Ptms	ENSMUSG00000030122	9655.04496852866	-0.256164205695737	-1.19429911292938	7.13291713642969e-07	0.000257797430956639	-0.125753787081811	-1.09107765589911	0.0147859580045517	0.240193172076613
SACS	Sacs	ENSMUSG00000048279	3576.09205173878	0.293603802801915	1.22569820894576	9.16973230534235e-07	0.000321055252340799	0.133883066148639	1.09724299983005	0.0254426315390075	0.313681123669339
LCORL	Lcorl	ENSMUSG00000015882	792.147723769771	0.350106082952605	1.27465435060931	9.84507195034567e-07	0.000334255109489918	0.220258247733531	1.16494209673791	0.00219425456971195	0.0879527464527917
NECTIN1	Nectin1	ENSMUSG00000032012	1161.26804457112	-0.483722081918374	-1.39834668189438	1.0891499268536e-06	0.000358906934719638	-0.234072421750423	-1.17615029029766	0.0176228837250619	0.259324388529345
MAML3	Maml3	ENSMUSG00000061143	280.326591958433	-0.486986701228489	-1.40151452985188	1.16464226390487e-06	0.000371558316996278	-0.085324755795434	-1.06092653283446	0.375945402161222	0.818742192913837
ATP5F1E	Atp5e	ENSMUSG00000016252	1034.61633944242	-0.295906046991626	-1.22765573236477	1.19386820884202e-06	0.000371558316996278	-0.226214834490478	-1.1697618425665	0.000181485750762129	0.0201222326157511
SESTD1	Sestd1	ENSMUSG00000042272	2830.76988882573	0.225665842887149	1.16931679545679	1.70401890424143e-06	0.000515995346030298	0.151327016721696	1.11059054345653	0.00135101428494385	0.0696678687065043
RPL34	Rpl34	ENSMUSG00000062006	1231.91243185827	-0.297495161633655	-1.22900872830627	1.92766217315874e-06	0.000568355973370277	-0.266400329720463	-1.20280296528302	1.86220561291247e-05	0.00430898185735658
RPL27	Rpl27	ENSMUSG00000063316	918.008515487224	-0.384452542225193	-1.30536434803323	2.14467551426444e-06	0.000616126781072277	-0.433371114878072	-1.35038530982683	8.80612451734052e-08	7.52916374730358e-05
EPHA5	Epha5	ENSMUSG00000029245	3259.71334912291	0.232590338181361	1.1749426491089	2.24728397146065e-06	0.000629464240406129	0.246022964070653	1.18593337633249	5.46777705854671e-07	0.000301029408678472
SCRT1	Scrt1	ENSMUSG00000048385	4168.48228162553	-0.201005738468405	-1.14949942027815	3.35555671013926e-06	0.00089513469953334	-0.219270147327646	-1.16414450221565	3.73867322674694e-07	0.000229583295147083
RPL8	Rpl8	ENSMUSG00000003970	4975.01091091074	-0.191237138328265	-1.14174236190942	3.52132115107667e-06	0.000915538036262658	-0.212001674063069	-1.15829415024607	2.59547972946877e-07	0.000180171432003036
MT-ND2	mt-Nd2	ENSMUSG00000064345	97754.0403114953	-0.290780632133382	-1.22330201875733	3.59547247371983e-06	0.000915538036262658	-0.0988620130204973	-1.07092838904102	0.115139231676737	0.572861630710747
PANK3	Pank3	ENSMUSG00000018846	2063.29603627614	0.223491053939324	1.16755543813606	3.8771006680609e-06	0.000965311908554541	0.165668443042722	1.1216856676077	0.000629675523064063	0.0440938570229861
PCDHGC4	Pcdhgc4	ENSMUSG00000023036	3215.43286454239	-0.489356818542469	-1.40381888649612	4.34432877511002e-06	0.00105812738252897	-0.331286949584934	-1.25813518789612	0.00184490739463958	0.0812728748310746
NAV3	Nav3	ENSMUSG00000020181	3588.75070289995	0.324147356973605	1.25192432376286	4.66453869846219e-06	0.00108485168236782	0.250121287310762	1.18930709579696	0.000411225542561677	0.0338434382089677
LY6E	Ly6e	ENSMUSG00000022587	4634.08909282011	-0.190015920180193	-1.14077630429744	4.70880743941053e-06	0.00108485168236782	-0.096430982443946	-1.0691253278802	0.0196851579163523	0.274731845535385
NRP2	Nrp2	ENSMUSG00000025969	840.177603605807	0.375626147214409	1.29740252096669	4.74453163477537e-06	0.00108485168236782	0.279274368412615	1.21358433497132	0.00067546398910157	0.0455836524682368
ITGB8	Itgb8	ENSMUSG00000025321	1849.22134142823	0.261160690637954	1.19844249914294	4.91748748129534e-06	0.00110191059480866	0.11255466634494	1.08114098346076	0.0497258768249947	0.412856655947928
TMTC1	Tmtc1	ENSMUSG00000030306	3053.20409244785	0.224152059401117	1.16809050433301	5.04717474122966e-06	0.00110879501570073	0.00512847202624895	1.00356111167039	0.917194501364401	0.983924479225921
RPS24	Rps24	ENSMUSG00000025290	3508.84634327604	-0.193701379626935	-1.14369421787222	5.15817367344387e-06	0.00111138803533202	-0.196846822459133	-1.14619048297383	3.44298727376099e-06	0.001308827019354
HECW2	Hecw2	ENSMUSG00000042807	2346.13595223954	0.533807100535706	1.44774458481047	5.60233935588036e-06	0.00116275409586622	0.0838567293232253	1.05984752718711	0.476567547964776	0.862980810786662
SCN7A	Scn7a	ENSMUSG00000034810	268.04051728505	0.498836645902724	1.4130736347122	5.60413434280401e-06	0.00116275409586622	0.522773716177587	1.43671481303494	1.81709724293562e-06	0.00075306604907431
CDKL5	Cdkl5	ENSMUSG00000031292	7155.86792643394	0.259414121548648	1.19699250724998	5.93031411702063e-06	0.00120805889758362	0.0976676969420429	1.0700422019461	0.0884765929214018	0.522204967201546
PTP4A3	Ptp4a3	ENSMUSG00000059895	2147.73355704462	-0.235504090877873	-1.1773180310766	6.08228211876789e-06	0.00121689087247635	-0.160866668184447	-1.11795852606079	0.00190836964555562	0.0825091490809815
PLA2G4E	Pla2g4e	ENSMUSG00000050211	478.460407308699	0.586718035569887	1.50182637702879	6.8354833019788e-06	0.00134359219149773	0.168895325222554	1.12419735465026	0.198530477400428	0.685069242547736
ATP5MC1	Atp5g1	ENSMUSG00000006057	2591.51416965719	-0.182297292049607	-1.13468928302821	7.07793239164635e-06	0.00136726128475872	-0.15359174117874	-1.11233530356017	0.000138427581139719	0.0179685752884289
UBALD1	Ubald1	ENSMUSG00000039568	2415.80640778355	-0.199601270984124	-1.14838092403327	7.79066295180326e-06	0.00147943369003396	-0.182594720947669	-1.13492323695794	3.95520725357142e-05	0.00686400424027406
SLC22A23	Slc22a23	ENSMUSG00000038267	2377.64015327916	0.186683873408027	1.13814460893484	8.52348388308108e-06	0.00156552644960722	0.0350763304107373	1.02461103193335	0.403999682650096	0.834013309179135
ALDH1L1	Aldh1l1	ENSMUSG00000030088	1863.71735410316	-0.297542504143935	-1.22904905929195	8.79690695274358e-06	0.00157586334789664	-0.233606465921361	-1.17577048335531	0.000462929069740208	0.0367717687933938
PTPRF	Ptprf	ENSMUSG00000033295	3233.62614416819	0.256498096063291	1.19457554773103	8.86106666525246e-06	0.00157586334789664	0.23907499468493	1.18023569317173	3.37718632671873e-05	0.00612729055595356
NDUFA2	Ndufa2	ENSMUSG00000014294	1059.67121814188	-0.287153063377525	-1.22022996425028	9.23899359316817e-06	0.001617401315904	-0.163284511797048	-1.11983370766151	0.0108774973585752	0.206014380577713
SOS1	Sos1	ENSMUSG00000024241	1763.30431955887	0.241521169344872	1.18223855000568	9.77440682077679e-06	0.00168480698492282	0.133321515818386	1.09681599533401	0.0148877887730497	0.240585461083514
RPLP0	Rplp0	ENSMUSG00000067274	3997.08639606313	-0.178233952179658	-1.13149793540127	1.05992730826e-05	0.00174957028143123	-0.109418449244897	-1.07879328698496	0.00661830365525747	0.155973283480639
KCTD16	Kctd16	ENSMUSG00000051401	916.936598442352	0.350105949645695	1.27465423282959	1.06401263729683e-05	0.00174957028143123	0.11494830715738	1.08293624241502	0.149033674503124	0.628690680532207
GUCY1A2	Gucy1a2	ENSMUSG00000041624	504.94719728146	0.447943937545567	1.36409482576256	1.07023566747392e-05	0.00174957028143123	0.37160324719953	1.29378980289794	0.000262907705913123	0.0249856216226721
TENM3	Tenm3	ENSMUSG00000031561	1620.55022964714	0.400160697149939	1.31965489469139	1.07747545000674e-05	0.00174957028143123	0.259939974523972	1.19742888277027	0.00424803225115212	0.125860642424003
RPL13A	Rpl13a	ENSMUSG00000074129	5407.64028380262	-0.202439172545323	-1.1506421084015	1.12488555316847e-05	0.00180045967681423	-0.272130549192652	-1.20758986111335	3.4703696402794e-09	5.03708378879099e-06
STXBP5L	Stxbp5l	ENSMUSG00000022829	1544.74893161864	0.36517505998405	1.28803791355489	1.21341594079919e-05	0.00191480453531186	0.271982938938929	1.20746631211509	0.0011271650503665	0.0629440738762667
MT3	Mt3	ENSMUSG00000031760	3579.06192020313	-0.360250263375562	-1.28364855193449	1.35616669633171e-05	0.00211034606468062	-0.143786378322952	-1.10480088342553	0.0815826873510739	0.507223203367307
KLHL24	Klhl24	ENSMUSG00000062901	2729.60802082312	0.185485957188052	1.13719996299966	1.55865780108535e-05	0.00239221945251511	0.161892889846987	1.11875403818375	0.00015893365290822	0.0192423599428094
GRB10	Grb10	ENSMUSG00000020176	1318.50636997813	0.22496826809448	1.16875154172763	1.68974045740339e-05	0.00253276001319748	0.0773549802844594	1.05508189181228	0.139850103357101	0.612914287729747
PNKD	Pnkd	ENSMUSG00000026179	4059.87402303891	-0.165672296960585	-1.12168866400686	1.7105531588108e-05	0.00253276001319748	-0.174727158330055	-1.12875091588468	5.55213290709546e-06	0.00180787779530472
ITPK1	Itpk1	ENSMUSG00000057963	1697.06299105902	-0.281369582056088	-1.21534809353587	1.71804499288654e-05	0.00253276001319748	-0.168768877894917	-1.12409882688256	0.00954331252849526	0.190460659787444
CPLX1	Cplx1	ENSMUSG00000033615	15215.3259748239	-0.246458794713741	-1.18629169473697	1.86643884845687e-05	0.00268834048010249	-0.328486119185796	-1.25569502913797	1.16394170931162e-08	1.42949948698994e-05
DGKH	Dgkh	ENSMUSG00000034731	4900.60780769915	0.224806840223966	1.16862077360812	1.87156870267757e-05	0.00268834048010249	0.174625307938895	1.12867123191746	0.000887145542446857	0.0545777522261146
DCX	Dcx	ENSMUSG00000031285	1696.35002765536	0.408236156619581	1.3270623513738	1.91792658075296e-05	0.0027200568874375	0.147017760350958	1.10727821559003	0.124699265348489	0.590763843053729
MT-ND1	mt-Nd1	ENSMUSG00000064341	148976.35593687	-0.247777026985355	-1.18737613920874	2.04873547687366e-05	0.00284992590885364	-0.132325200486254	-1.09605880319205	0.0229102516289701	0.296662674378051
SNRPD3	Snrpd3	ENSMUSG00000020180	1222.26200318204	-0.268937044052038	-1.20491973387608	2.08546561495504e-05	0.00284992590885364	-0.157048666098617	-1.11500383026001	0.012646085131142	0.221876258465728
DPY19L4	Dpy19l4	ENSMUSG00000045205	1003.36578354491	0.267091754744887	1.20337955795538	2.09320933089073e-05	0.00284992590885364	0.0700772172406826	1.04977286902104	0.266089777058532	0.742971411252707
MYL4	Myl4	ENSMUSG00000061086	544.405841259401	-0.332785116018492	-1.25944237678755	2.11124464865095e-05	0.00284992590885364	-0.525422357012562	-1.43935489750326	2.76859289064665e-11	7.36722568201074e-08
NYAP2	Nyap2	ENSMUSG00000054976	1591.11388682006	0.311498375622735	1.24099592281218	2.17899310300903e-05	0.00290636175310871	0.203493857329025	1.15148359491546	0.0056145412404369	0.145996360659309
LAMP5	Lamp5	ENSMUSG00000027270	5092.8694717961	-0.288610171815256	-1.22146300762688	2.25230013643735e-05	0.00296102301242033	-0.0718071588591665	-1.05103241104061	0.290462698836623	0.764385602377703
RPL19	Rpl19	ENSMUSG00000017404	4642.59629794728	-0.191414350216066	-1.14188261521357	2.27283094491386e-05	0.00296102301242033	-0.192591755240026	-1.14281490308825	1.95128978091379e-05	0.00445061323458137
RABGAP1L	Rabgap1l	ENSMUSG00000026721	4746.88901813961	0.191773698238028	1.14216707198012	2.41345088889136e-05	0.00310808089185504	0.11477516480569	1.08280628364237	0.0115383279209602	0.212991441141833
CDH9	Cdh9	ENSMUSG00000025370	512.289914172065	0.462583050110421	1.37800684091524	2.72288311241388e-05	0.00346672527175967	0.245042028415214	1.1851272954219	0.0270526339109667	0.323537343088011
THRSP	Thrsp	ENSMUSG00000035686	404.504469287661	-0.370493046161053	-1.2927945722926	2.84747034675208e-05	0.00355932084553273	-0.258466578409564	-1.19620659642151	0.00310737619433925	0.107619020214361
C6orf62	BC005537	ENSMUSG00000019132	5862.51840019942	0.170596427749445	1.12552369376157	2.8591474125129e-05	0.00355932084553273	0.0883943003647581	1.06318621214872	0.0300232687742031	0.332882992533977
RPS26	Rps26	ENSMUSG00000025362	1677.92558146866	-0.200607145849049	-1.14918187659518	2.94455272717432e-05	0.00362535920387484	-0.177849094705625	-1.13119613401768	0.000195422612257005	0.0210818745087523
MRPL52	Mrpl52	ENSMUSG00000010406	245.861402752792	-0.452082128711862	-1.36801317896208	2.99742641157873e-05	0.00365034407775305	-0.412344881795267	-1.33084714718325	0.000121321915825179	0.0164154721022442
EEF1D	Eef1d	ENSMUSG00000055762	1628.56818867439	-0.184160502789227	-1.13615565740846	3.07537055931553e-05	0.00370499481145927	-0.0419066799058488	-1.02947349024034	0.338121137908905	0.795588085622796
ADNP	Adnp	ENSMUSG00000051149	1666.21050474272	0.467202082608053	1.38242583348727	3.14295922214509e-05	0.00374613990690571	0.380385208767846	1.30168936840067	0.000707875006393845	0.0468959848634196
COX4I1	Cox4i1	ENSMUSG00000031818	7843.64551224894	-0.198950076476267	-1.1478626921257	3.20630739295914e-05	0.0037814176874436	-0.178335534729037	-1.13157760885152	0.000189946594336473	0.0207718309943571
ENHO	Enho	ENSMUSG00000028445	942.079920876915	-0.275280501240063	-1.21022936960081	3.29431123372125e-05	0.00384473573568884	-0.230231520713377	-1.17302317845934	0.000470898651520326	0.0370587262986294
KIAA1324L	9330182L06Rik	ENSMUSG00000056004	1819.0274673985	0.25533548349618	1.19361327292361	3.49187379714862e-05	0.00403329422920135	0.155824078979311	1.11405779526526	0.0117266527046463	0.214219378812796
ARHGAP20	Arhgap20	ENSMUSG00000053199	3020.01624155393	0.274660106789814	1.20970905300526	3.5533821490496e-05	0.00406245853040323	0.159811548852321	1.11714120266221	0.0161746749699304	0.248312365932604
EDEM3	Edem3	ENSMUSG00000043019	1459.30361770428	0.207349260569871	1.15456489112274	4.45549144455182e-05	0.00492153370219038	0.187924122780988	1.13912346449549	0.000209390868296128	0.0217086662546492
RPL24	Rpl24	ENSMUSG00000098274	2300.77577374211	-0.188884633817054	-1.13988211752676	4.47679014603084e-05	0.00492153370219038	-0.209435838735843	-1.15623595313182	5.71613681825781e-06	0.00180787779530472
VGF	Vgf	ENSMUSG00000037428	5435.78905368837	-0.339123307813368	-1.26498765681451	4.47984462284379e-05	0.00492153370219038	-0.183105697853238	-1.1353252777621	0.0273126034228277	0.324755388400692
KCNA4	Kcna4	ENSMUSG00000042604	523.70505169474	0.595419588321499	1.51091194995411	4.51313594993467e-05	0.00492153370219038	0.24912145368023	1.18848315362789	0.0884124260066243	0.522204967201546
RPL12	Rpl12	ENSMUSG00000038900	244.101667078312	-0.467839630927496	-1.38303688295674	4.52443744489119e-05	0.00492153370219038	-0.165151777888363	-1.12128403585503	0.140968724433558	0.614611320127304
VAMP1	Vamp1	ENSMUSG00000030337	3348.26674410428	-0.25136580535377	-1.19033347537099	4.69807521082973e-05	0.00506127256366695	-0.380520348246416	-1.30181130537047	7.39539249176238e-10	1.18074836523478e-06
RPL26	Rpl26	ENSMUSG00000060938	3270.41002907144	-0.23212248419355	-1.17456168676685	4.94941442426936e-05	0.00523143766127489	-0.201788827697424	-1.1501235334381	0.000406043362261875	0.033749296545177
CHCHD10	Chchd10	ENSMUSG00000049422	1915.01849387406	-0.26198970501528	-1.1991313568316	5.15275311209856e-05	0.00539546223064974	-0.273568964703137	-1.20879446926464	2.26567598332582e-05	0.00475970825655001
GALNT9	Galnt9	ENSMUSG00000033316	2428.84115736128	-0.481249148469651	-1.39595181938298	5.4105022479194e-05	0.00549469333679281	-0.178767948304953	-1.1319168231991	0.132804435126859	0.603208948030456
MPND	Mpnd	ENSMUSG00000003199	1645.88631604969	-0.18502431563842	-1.13683613367022	5.41267683386176e-05	0.00549469333679281	-0.0668934530547984	-1.04745876656978	0.139680039731125	0.612914287729747
MYO9A	Myo9a	ENSMUSG00000039585	4111.27932559929	0.360928898515788	1.28425251459425	5.41863259996744e-05	0.00549469333679281	0.290924096184157	1.22342367204111	0.00113871257634214	0.0633473344734444
MIEF1	Mief1	ENSMUSG00000022412	772.71823671952	0.356823873514091	1.28060351368975	5.46519915117017e-05	0.00549469333679281	0.127582016537238	1.09246118095855	0.149041351986371	0.628690680532207
TOX2	Tox2	ENSMUSG00000074607	640.570551554121	-0.520812558373982	-1.4347631114235	5.49273164691891e-05	0.00549469333679281	-0.293637034573025	-1.22572644262668	0.0224812249395889	0.293727690168148
KCTD1	Kctd1	ENSMUSG00000036225	2667.76088881433	-0.205145806216636	-1.15280284912518	5.65894266683667e-05	0.00556625374879151	-0.0472595724594337	-1.03330028432963	0.350550247863509	0.801731164215554
DENND5B	Dennd5b	ENSMUSG00000030313	2659.30676730188	0.259954734253261	1.19744113332639	5.70817097225293e-05	0.00556625374879151	0.125421102673247	1.09082608320662	0.052365387284822	0.424783403318854
R3HDM2	R3hdm2	ENSMUSG00000025404	8400.91158623478	-0.217260823899428	-1.16252426052684	5.71330936371853e-05	0.00556625374879151	-0.065152671015925	-1.04619564600322	0.226896824317345	0.709069230191961
CC2D2A	Cc2d2a	ENSMUSG00000039765	997.78570406647	0.251236303651744	1.19022663138225	5.82857434494417e-05	0.00562959887592711	0.171929707076801	1.12656433718109	0.00600448755694098	0.149123594819512
FTH1	Fth1	ENSMUSG00000024661	36828.7734836261	-0.233139905766748	-1.17539030670637	5.92502470680203e-05	0.00567384417222307	-0.15609596886034	-1.11426777005338	0.00715778839194712	0.163642225033909
CMTM5	Cmtm5	ENSMUSG00000040759	511.894868823082	-0.336977270990125	-1.26310736200207	6.35118307037522e-05	0.00598526686243536	-0.288430583041466	-1.22131096760114	0.000562783824221172	0.0421850072183814
ZBTB34	Zbtb34	ENSMUSG00000068966	758.595559610024	0.317434836108495	1.246112944172	6.45298528007638e-05	0.00598526686243536	0.115943856741715	1.08368379388287	0.143364057707202	0.619640104318675
SHC4	Shc4	ENSMUSG00000035109	222.834275928471	-0.42873738141808	-1.34605502009673	6.51023019525937e-05	0.00598526686243536	-0.142901706920215	-1.10412361892354	0.171625815454013	0.661399413357174
WDR25	Wdr25	ENSMUSG00000040877	234.264760704132	-0.530283771775682	-1.444213237985	6.53975969169394e-05	0.00598526686243536	-0.272309628131508	-1.2077397662055	0.0379950874305855	0.366596765979742
CSRP1	Csrp1	ENSMUSG00000026421	4617.28238699466	-0.251269235050925	-1.19025380017022	6.6269517403236e-05	0.00598526686243536	-0.270506797393105	-1.20623148452338	1.72752826822081e-05	0.00411667407916619
TCP11L1	Tcp11l1	ENSMUSG00000027175	688.895446947818	0.404936702636854	1.32403081807812	6.74549661646381e-05	0.00598526686243536	0.122183703119353	1.0883810199939	0.229685667053692	0.710965754203034
RPH3A	Rph3a	ENSMUSG00000029608	15785.1328325973	-0.163873240451616	-1.12029077773476	6.89035136255343e-05	0.00603121067703505	-0.201828013409685	-1.15015477290357	9.40812170475984e-07	0.000441794326877046
LRRC7	Lrrc7	ENSMUSG00000028176	2640.92599299074	0.351884489254256	1.27622658244733	7.02382677886458e-05	0.0061003841263875	0.243780184325177	1.18409118451086	0.00590000718841153	0.148486346708781
PNMA2	Pnma2	ENSMUSG00000046204	1868.1827118973	0.270544177631961	1.20626273839468	7.24366240719962e-05	0.00624292258540496	0.159966240531886	1.11726099354608	0.018827902947374	0.26863833642339
UQCRQ	Uqcrq	ENSMUSG00000044894	1875.0453543211	-0.238199719410696	-1.17951986772913	7.54756444237053e-05	0.00645518412307782	-0.102800155154826	-1.07385570879348	0.0854863013447451	0.51571610242588
PCM1	Pcm1	ENSMUSG00000031592	2754.36746150291	0.278528720889199	1.21295726388489	7.69095110321936e-05	0.00652798607276286	0.162259685572147	1.11903851020066	0.0213451583079529	0.28518560463998
ACACA	Acaca	ENSMUSG00000020532	3092.30192434019	0.229120495767956	1.17212017658943	7.86817389514011e-05	0.00662819701662781	0.138212813129322	1.10054093909014	0.0171707365386919	0.255496719083648
CKB	Ckb	ENSMUSG00000001270	34350.9680364332	-0.217472160948798	-1.16269456848232	8.51328603165371e-05	0.00711812363422747	-0.237616234467244	-1.1790429180565	1.7534534136119e-05	0.0041170054708423
GDF1	Gdf1	ENSMUSG00000109523	598.074043728355	-0.503522982798929	-1.41767121493256	9.01623665032383e-05	0.0074689994086163	-0.233802194641267	-1.17593000955916	0.0666990936410668	0.471216085464908
PLXDC2	Plxdc2	ENSMUSG00000026748	999.431718624745	0.268363923522015	1.20444116628597	9.08599331540768e-05	0.0074689994086163	0.203381198333344	1.15139367991836	0.00298302321872092	0.105837663800218
LHFPL6	Lhfp	ENSMUSG00000048332	682.302163935888	-0.273044152541584	-1.20835482356849	9.18431257209614e-05	0.0074689994086163	-0.177888878313917	-1.13122732819463	0.0100664910556832	0.196721659969447
GRB14	Grb14	ENSMUSG00000026888	541.281196521937	-0.396258231101688	-1.31609007375283	9.19958870393653e-05	0.0074689994086163	-0.190614650712813	-1.14124983427677	0.0580254860017155	0.443266472165555
IGFBP4	Igfbp4	ENSMUSG00000017493	2200.78885851885	-0.403412382126447	-1.322632614416	9.72617528582704e-05	0.00780402642972433	-0.566787840205007	-1.48122195651829	4.50072261986028e-08	4.49115858429307e-05
R3HDM4	R3hdm4	ENSMUSG00000035781	7998.66939519041	-0.141197782335115	-1.10282034084769	9.7515503406052e-05	0.00780402642972433	-0.0537834611786319	-1.03798346451458	0.136437923223135	0.608568777773166
C9orf16	1110008P14Rik	ENSMUSG00000039195	2468.0644373361	-0.253559025347132	-1.19214442536776	9.99759494355978e-05	0.00792718526208344	-0.197798090335916	-1.14694649425918	0.00233093895727295	0.0907701741263901
